user_id,mpin,pin_length,dob_self,dob_spouse,dob_pet,anniversary_date,label,reason_if_weak,jumbled_self,jumbled_spouse,jumbled_pet,jumbled_anniversary
U0499,6934,4,1972-08-30,1969-04-30,2011-05-12,2023-11-18,STRONG,,0830|3008|7230|7208|1972,0430|1969|6930|3004|6904,1105|1205|1112|2011|0512,2023|2318|1118|2311|1811
U0500,0063,4,1971-01-26,1974-04-27,2014-07-20,2006-02-25,STRONG,,1971|0126|2601|7126|7101,0427|7404|1974|7427|2704,0720|1407|1420|2007|2014,2006|0625|0602|2502|0225
U0501,083855,6,1989-10-19,1992-04-27,2014-03-12,2021-09-21,STRONG,,1910|8919|8910|1019|1989,9204|9227|0427|1992|2704,1203|1412|1403|2014|0312,0921|2121|2021|2109
U0502,825021,6,1991-07-26,1994-10-06,2018-12-29,2021-10-12,STRONG,,0726|9107|9126|2607|1991,1006|9410|9406|1994|0610,2912|1812|2018|1229|1829,2021|1210|2112|2110|1012
U0503,088905,6,1992-11-11,1989-05-30,2013-07-10,2007-12-27,STRONG,,1111|9211|1992,8905|3005|0530|8930|1989,1310|1007|1307|2013|0710,0727|1227|2712|0712|2007
U0504,258025,6,1970-08-29,1974-11-07,2016-08-18,2022-05-05,WEAK,COMMON_PATTERN,7029|1970|0829|2908|7008,1107|1974|7411|0711|7407,1618|2016|1808|1608|0818,0505|2205|2022
U0505,169216,6,1995-07-21,1994-12-07,2023-09-18,1999-10-15,STRONG,,9507|2107|1995|9521|0721,1207|9407|1994|0712|9412,0918|2309|2318|1809|2023,9915|1999|1015|1510|9910
U0506,656660,6,1997-04-04,1997-02-26,2013-06-09,2022-08-28,STRONG,,1997|9704|0404,2602|9702|0226|1997|9726,2013|1309|0906|0609|1306,2208|2808|0828|2228|2022
U0507,078526,6,1993-11-11,1988-01-11,2010-11-08,1999-09-04,STRONG,,1993|9311|1111,8811|8801|0111|1101|1988,2010|1108|1008|0811|1011,0409|9909|0904|1999|9904
U0508,537740,6,1992-08-23,1989-03-16,2023-07-12,2009-09-04,STRONG,,9223|2308|0823|1992|9208,8916|0316|8903|1989|1603,1207|2312|0712|2307|2023,0904|2009|0909|0409
U0509,727802,6,1972-11-22,1973-01-26,2024-07-15,2001-03-13,STRONG,,7211|7222|1972|1122|2211,7326|0126|2601|1973|7301,2415|2407|0715|1507|2024,1303|2001|0103|0313|0113
U0510,654321,6,1980-11-13,1979-04-13,2011-06-19,2015-12-29,WEAK,COMMON_PATTERN,1113|8013|1311|1980|8011,0413|7904|1304|7913|1979,1906|1106|0619|2011|1119,2912|1512|1229|1529|2015
U0511,408860,6,1976-12-05,1972-11-01,2015-09-25,2011-06-15,STRONG,,1976|7612|1205|0512|7605,7201|7211|0111|1101|1972,0925|1525|1509|2509|2015,1115|1506|1106|0615|2011
U0512,491455,6,1993-12-06,1991-07-29,2023-11-27,2021-09-21,STRONG,,9312|1993|9306|1206|0612,2907|9129|9107|0729|1991,2327|2711|1127|2311|2023,0921|2121|2021|2109
U0513,117266,6,1980-11-29,1977-10-04,2014-11-18,2007-11-01,STRONG,,8029|1980|1129|2911|8011,7710|0410|1004|1977|7704,1418|1118|2014|1811|1411,0711|0111|1101|2007|0701
U0514,699556,6,1979-04-06,1978-01-15,2019-08-01,2021-06-02,STRONG,,7904|0406|0604|7906|1979,7815|1978|1501|0115|7801,0108|2019|0801|1901|1908,2021|2106|0602|2102|0206
U0515,123456,6,1971-09-08,1970-11-16,2024-01-09,2003-05-05,WEAK,COMMON_PATTERN,0809|1971|7109|0908|7108,7011|1970|7016|1611|1116,2409|2401|0109|0901|2024,0505|0305|2003
U0516,972479,6,1974-08-11,1976-05-06,2011-05-13,2018-01-26,STRONG,,1108|0811|1974|7408|7411,1976|0506|0605|7606|7605,1113|1105|1305|2011|0513,1826|0126|2601|2018|1801
U0517,078407,6,1985-11-26,1990-02-06,2024-03-10,2005-10-15,STRONG,,2611|8511|1126|8526|1985,1990|9006|9002|0602|0206,2403|0310|2410|1003|2024,0515|0510|1015|1510|2005
U0518,370175,6,1986-07-10,1988-11-19,2017-03-27,2020-12-16,STRONG,,1007|8607|1986|0710|8610,8811|1988|8819|1119|1911,1703|1727|2703|0327|2017,1612|1216|2016|2012|2020
U0519,461945,6,1995-03-10,2000-11-17,2021-03-29,1997-08-05,STRONG,,0310|1995|1003|9510|9503,0011|1711|0017|1117|2000,2021|2103|2903|2129|0329,9708|9705|0508|0805|1997
U0520,474231,6,1980-11-04,1978-12-28,2024-05-03,2012-04-12,STRONG,,8004|0411|1104|1980|8011,7812|7828|1978|2812|1228,2403|2405|0503|0305|2024,2012|0412|1212|1204
U0521,111111,6,1989-08-20,1990-03-20,2017-02-16,1999-09-23,WEAK,COMMON_PATTERN,8920|2008|8908|0820|1989,1990|9020|0320|2003|9003,1602|1716|0216|1702|2017,9923|9909|1999|0923|2309
U0522,184453,6,1972-04-11,1970-01-11,2023-05-15,2020-12-23,STRONG,,7211|0411|1104|7204|1972,7011|1970|0111|1101|7001,2315|0515|1505|2305|2023,2020|2312|2012|1223|2023
U0523,696278,6,1986-12-16,1983-07-23,2024-12-01,2011-09-26,STRONG,,8612|1612|1216|1986|8616,1983|8323|2307|8307|0723,1201|2412|0112|2401|2024,0926|2609|2011|1109|1126
U0524,943611,6,1997-03-20,2000-02-09,2020-10-31,2016-04-14,STRONG,,9720|0320|1997|9703|2003,0009|0902|0209|2000|0002,2010|2031|1031|3110|2020,2016|1604|0414|1614|1404
U0525,243163,6,2001-01-04,2006-01-15,2010-03-26,2003-06-18,STRONG,,0401|0104|2001|0101,0601|2006|1501|0615|0115,2010|1003|0326|2603|1026,0306|1806|0318|0618|2003
U0526,761938,6,1972-10-20,1974-10-04,2012-06-03,2017-10-24,STRONG,,2010|1972|7220|7210|1020,7404|7410|0410|1974|1004,0306|1203|1206|2012|0603,1724|2410|1710|1024|2017
U0527,877737,6,2002-04-15,2001-06-25,2014-03-25,1998-04-09,STRONG,,1504|0204|0215|0415|2002,0125|0625|2506|2001|0106,0325|1425|1403|2014|2503,0409|1998|0904|9804|9809
U0528,197024,6,2001-04-17,2004-06-06,2024-06-03,2022-05-23,STRONG,,0417|0104|0117|1704|2001,0406|0606|2004,2403|0306|2406|2024|0603,2205|0523|2305|2022|2223
U0529,505701,6,1999-03-15,1997-06-09,2018-10-14,1995-02-23,STRONG,,0315|1999|1503|9915|9903,9709|0609|0906|1997|9706,1410|1014|1810|2018|1814,2302|0223|1995|9523|9502
U0530,282566,6,1996-12-16,1993-08-16,2012-02-14,2006-06-06,STRONG,,1612|1216|1996|9616|9612,9316|1608|1993|0816|9308,0214|1214|2012|1202|1402,0606|2006
U0531,637518,6,1970-07-18,1973-01-20,2021-04-12,2009-07-15,STRONG,,0718|1970|7007|7018|1807,0120|1973|2001|7301|7320,2021|1204|2104|0412|2112,2009|0715|1507|0915|0907
U0532,988217,6,1989-06-08,1991-05-27,2012-11-20,1996-06-17,STRONG,,8906|0806|0608|8908|1989,9105|2705|0527|1991|9127,1120|2012|2011|1220|1211,9617|1706|1996|9606|0617
U0533,121212,6,1973-02-11,1977-12-03,2018-01-29,2020-11-25,WEAK,COMMON_PATTERN,1102|0211|1973|7311|7302,7712|1203|7703|0312|1977,0129|2901|2018|1801|1829,2511|2011|2025|2020|1125
U0534,150682,6,1982-12-05,1977-10-21,2020-09-21,2019-01-06,STRONG,,8212|8205|1205|0512|1982,7721|7710|1021|2110|1977,2009|2021|0921|2020|2109,0601|1906|2019|1901|0106
U0535,732557,6,1972-06-01,1973-09-25,2024-03-23,2000-03-24,STRONG,,7201|0601|7206|1972|0106,0925|7325|1973|2509|7309,2403|2423|2303|2024|0323,0024|2403|0003|0324|2000
U0536,704576,6,1983-01-19,1982-04-02,2010-12-15,2023-10-31,STRONG,,1983|8301|8319|1901|0119,8202|8204|1982|0204|0402,2010|1512|1215|1015|1012,2310|1031|3110|2331|2023
U0537,896693,6,2001-11-26,2000-12-29,2023-05-17,2014-05-13,STRONG,,2611|0126|2001|0111|1126,0012|2912|0029|1229|2000,1705|2305|0517|2317|2023,1413|1305|1405|0513|2014
U0538,978619,6,1985-12-27,1983-03-09,2013-12-05,2007-11-25,STRONG,,8512|1227|2712|8527|1985,1983|8303|0309|0903|8309,2013|1205|1305|1312|0512,0725|2511|0711|2007|1125
U0539,654321,6,1989-08-22,1990-04-29,2017-08-31,2006-04-15,WEAK,COMMON_PATTERN,2208|0822|8922|8908|1989,1990|9029|2904|0429|9004,1708|0831|3108|1731|2017,1504|2006|0604|0615|0415
U0540,768740,6,1979-05-31,1980-09-25,2015-03-06,2018-10-10,STRONG,,7931|0531|3105|1979|7905,0925|8009|8025|1980|2509,0306|1506|1503|0603|2015,1010|2018|1810
U0541,258025,6,1985-11-09,1990-01-14,2012-03-25,2021-06-21,WEAK,COMMON_PATTERN,8511|0911|8509|1109|1985,1990|1401|0114|9001|9014,1203|0325|2012|1225|2503,2121|2021|2106|0621
U0542,433022,6,1976-02-10,1976-08-01,2017-01-28,2020-07-20,STRONG,,7610|1976|7602|1002|0210,7608|7601|0108|1976|0801,1701|2801|0128|1728|2017,2007|0720|2020
U0543,000000,6,1977-03-10,1973-04-17,2020-10-27,2019-07-06,WEAK,COMMON_PATTERN,0310|7710|1003|7703|1977,7304|7317|0417|1704|1973,2010|2027|2710|2020|1027,1906|2019|1907|0607|0706
U0544,000000,6,1970-08-03,1965-11-17,2017-04-18,2010-12-20,WEAK,COMMON_PATTERN,0308|1970|0803|7003|7008,6517|1965|6511|1711|1117,1704|1804|0418|1718|2017,2010|2012|1220|1012|1020
U0545,000000,6,1982-03-20,1983-05-12,2010-06-28,2016-07-28,WEAK,COMMON_PATTERN,0320|2003|1982|8220|8203,1983|8312|1205|8305|0512,2010|1006|2806|0628|1028,0728|1607|2807|2016|1628
U0546,094047,6,1999-01-24,1996-07-21,2022-08-23,1996-03-21,STRONG,,9924|9901|1999|2401|0124,2107|1996|9607|9621|0721,2308|0823|2208|2022|2223,2103|1996|9621|9603|0321
U0547,689183,6,2001-06-30,1999-11-29,2016-06-03,2001-07-16,STRONG,,0130|3006|0630|2001|0106,9929|9911|1999|1129|2911,1606|0306|0603|2016|1603,0107|0116|1607|2001|0716
U0548,764771,6,1988-02-11,1987-03-26,2020-07-31,1995-04-08,STRONG,,1102|0211|8811|8802|1988,1987|8726|0326|2603|8703,2031|0731|2007|3107|2020,0804|9508|0408|1995|9504
U0549,787733,6,1987-04-12,1991-05-12,2020-10-06,2004-09-04,STRONG,,8712|1204|1987|0412|8704,0512|9105|1205|9112|1991,2010|1006|2006|0610|2020,0904|0409|2004|0404
U0550,000000,6,1991-05-03,1996-05-01,2019-12-17,2009-02-18,WEAK,COMMON_PATTERN,9105|0503|0305|9103|1991,0105|1996|9601|9605|0501,2019|1217|1912|1712|1917,2009|0902|0918|1802|0218
U0551,996262,6,1983-04-16,1983-04-30,2018-07-07,2009-05-17,STRONG,,0416|1983|8304|1604|8316,0430|8330|1983|8304|3004,2018|0707|1807,2009|1705|0905|0517|0917
U0552,957054,6,1990-04-29,1987-07-10,2022-02-21,2012-05-17,STRONG,,1990|9029|2904|0429|9004,8707|1007|1987|0710|8710,2102|0221|2022|2221|2202,1217|1705|1205|2012|0517
U0553,000000,6,1996-01-17,1994-12-30,2010-09-15,2010-12-23,WEAK,COMMON_PATTERN,9617|1701|9601|1996|0117,1230|3012|1994|9412|9430,2010|1509|1015|0915|1009,2010|2312|1023|1223|1012
U0554,354305,6,1989-04-07,1986-12-20,2015-11-15,2018-12-17,STRONG,,8907|8904|0704|1989|0407,8612|1986|2012|1220|8620,1511|1115|1515|2015,1817|1217|1812|2018|1712
U0555,567816,6,1986-01-05,1982-04-16,2022-02-28,2008-07-15,STRONG,,8601|1986|0105|0501|8605,0416|8204|1604|1982|8216,2228|0228|2802|2022|2202,0815|0807|0715|2008|1507
U0556,624982,6,1975-03-01,1980-07-31,2018-01-20,2004-08-09,STRONG,,1975|0301|0103|7503|7501,8007|1980|0731|8031|3107,0120|2018|2001|1801|1820,0409|2004|0809|0408|0908
U0557,654321,6,1985-10-23,1986-05-18,2013-07-22,1995-01-14,WEAK,COMMON_PATTERN,2310|1023|8523|8510|1985,1986|8618|1805|0518|8605,2207|1307|2013|1322|0722,9501|9514|1401|1995|0114
U0558,479555,6,1973-01-15,1975-12-23,2022-11-29,2008-12-22,STRONG,,1501|0115|1973|7315|7301,1975|7523|2312|7512|1223,2229|1129|2022|2911|2211,0812|0822|2008|2212|1222
U0559,121212,6,1992-03-15,1988-04-26,2022-10-19,1996-09-12,WEAK,COMMON_PATTERN,9215|0315|1503|1992|9203,8804|0426|8826|2604|1988,2219|1910|1019|2210|2022,0912|1996|9612|9609|1209
U0560,534938,6,1974-08-03,1970-12-01,2014-05-09,1998-11-17,STRONG,,0308|0803|1974|7408|7403,1201|1970|7012|0112|7001,1409|0905|1405|2014|0509,9811|1998|1711|9817|1117
U0561,471649,6,1972-06-27,1977-06-15,2013-06-29,2023-05-06,STRONG,,0627|7206|2706|7227|1972,1506|7706|0615|7715|1977,0629|2906|2013|1329|1306,0506|0605|2305|2306|2023
U0562,977798,6,1994-03-24,1989-06-23,2011-08-12,2010-09-03,STRONG,,2403|1994|9403|0324|9424,8906|0623|8923|2306|1989,1108|1112|1208|2011|0812,2010|0309|1003|1009|0903
U0563,996240,6,2003-07-09,2002-02-06,2022-02-02,2005-04-30,STRONG,,0309|0709|0307|2003|0907,0602|0202|0206|2002,2202|0202|2022,0430|0530|0504|3004|2005
U0564,589775,6,1989-07-14,1985-12-09,2011-08-03,2016-02-04,STRONG,,8907|1407|8914|0714|1989,8512|0912|8509|1209|1985,0308|1103|1108|0803|2011,1602|2016|1604|0204|0402
U0565,258025,6,1993-06-14,1989-06-30,2015-02-03,2002-01-22,WEAK,COMMON_PATTERN,1406|1993|9314|9306|0614,8906|3006|0630|8930|1989,0302|1502|1503|0203|2015,0201|0122|2201|0222|2002
U0566,358920,6,1984-10-22,1980-04-07,2018-09-22,2003-09-03,STRONG,,8410|1022|2210|1984|8422,8007|8004|0704|1980|0407,0922|1822|2018|1809|2209,0303|0903|2003|0309
U0567,121212,6,1998-05-30,2001-05-01,2011-06-02,2008-06-23,WEAK,COMMON_PATTERN,9805|1998|9830|3005|0530,0101|0501|2001|0105,1102|1106|0602|2011|0206,0806|0823|2008|0623|2306
U0568,796250,6,1996-02-12,2000-06-04,2020-12-30,2004-04-02,STRONG,,9602|0212|1996|1202|9612,0006|0004|0406|0604|2000,1230|2030|3012|2012|2020,0204|0402|2004|0404
U0569,121574,6,1982-03-08,1980-01-22,2018-12-11,2018-04-05,STRONG,,8208|0308|0803|1982|8203,0122|1980|8022|8001|2201,1811|1112|1812|2018|1211,1804|2018|1805|0504|0405
U0570,878099,6,1975-09-14,1974-08-07,2012-03-26,2015-06-27,STRONG,,1975|1409|0914|7514|7509,0807|1974|7408|0708|7407,1203|2012|0326|2603|1226,0627|2706|1506|1527|2015
U0571,969582,6,1979-04-12,1981-01-11,2019-04-03,2016-07-14,STRONG,,7904|1204|7912|0412|1979,1981|8101|8111|0111|1101,2019|1903|0403|1904|0304,1407|1607|2016|1614|0714
U0572,872722,6,1986-05-26,1989-11-02,2018-05-21,2003-05-14,STRONG,,2605|1986|0526|8626|8605,1102|8911|0211|8902|1989,0521|1821|2105|2018|1805,0514|1405|0305|0314|2003
U0573,312546,6,2001-12-29,1996-12-08,2024-11-20,2014-09-30,STRONG,,0129|2912|0112|2001|1229,1996|9612|1208|9608|0812,1120|2411|2011|2420|2024,1409|3009|1430|2014|0930
U0574,127469,6,1971-11-16,1967-04-24,2013-07-11,2004-05-07,STRONG,,7111|1971|7116|1611|1116,1967|6704|0424|2404|6724,1107|1307|2013|1311|0711,2004|0507|0407|0705|0405
U0575,809874,6,1984-01-13,1985-04-30,2010-03-01,2010-12-18,STRONG,,0113|8401|1301|8413|1984,0430|8530|8504|3004|1985,2010|0301|1001|1003|0103,2010|1218|1018|1812|1012
U0576,111111,6,1989-05-29,1989-08-21,2022-03-30,2008-02-20,WEAK,COMMON_PATTERN,8905|8929|0529|1989|2905,0821|8908|8921|1989|2108,2230|3003|2203|2022|0330,0220|2008|0802|0820|2002
U0577,396503,6,1990-07-16,1995-02-21,2018-02-27,2004-04-25,STRONG,,1990|1607|9016|0716|9007,1995|9521|9502|2102|0221,0227|1802|2018|2702|1827,2504|0425|2004|0404
U0578,990621,6,1997-07-18,2000-04-13,2013-06-18,2003-03-05,STRONG,,0718|9707|1807|9718|1997,0413|0004|0013|1304|2000,2013|1806|1318|1306|0618,0503|0305|0303|2003
U0579,270017,6,2002-10-14,2006-08-31,2012-06-09,2006-06-10,STRONG,,1410|0214|1014|0210|2002,0831|3108|2006|0631|0608,1206|2012|0906|0609|1209,1006|0606|0610|2006
U0580,393493,6,1970-04-03,1972-03-16,2017-03-03,2021-07-16,STRONG,,1970|7003|0403|7004|0304,0316|7203|7216|1972|1603,2017|1703|0303,2021|2107|1607|0716|2116
U0581,140866,6,1996-12-09,1992-08-27,2016-04-12,2018-09-17,STRONG,,0912|1996|9612|9609|1209,2708|9227|1992|9208|0827,1612|1204|1604|2016|0412,1817|1709|2018|1809|0917
U0582,125066,6,1987-07-22,1988-03-05,2011-08-05,2019-03-24,STRONG,,2207|8707|1987|8722|0722,8803|8805|0503|0305|1988,1105|1108|0508|0805|2011,0324|2403|2019|1903|1924
U0583,959176,6,1978-02-02,1983-05-02,2010-04-13,2004-09-02,STRONG,,7802|1978|0202,1983|8302|0502|8305|0205,0413|2010|1013|1304|1004,0409|2004|0902|0209|0402
U0584,367440,6,1999-07-07,2003-11-29,2022-12-12,2001-03-29,STRONG,,1999|9907|0707,0311|1129|0329|2911|2003,2022|1212|2212,0129|2903|2001|0329|0103
U0585,195833,6,1978-09-05,1974-09-24,2022-08-13,1998-12-25,STRONG,,7809|1978|0905|7805|0509,2409|7409|1974|7424|0924,0813|2208|2213|2022|1308,1998|2512|9825|1225|9812
U0586,787151,6,1989-06-29,1987-12-03,2012-07-21,1995-04-28,STRONG,,8906|0629|2906|8929|1989,8712|1987|1203|0312|8703,1207|2107|1221|2012|0721,1995|9528|0428|9504|2804
U0587,867660,6,1987-02-20,1983-09-03,2020-10-01,1996-05-29,STRONG,,0220|1987|8702|8720|2002,1983|8303|0309|0903|8309,2010|0110|1001|2001|2020,1996|9605|0529|9629|2905
U0588,111111,6,1991-01-28,1988-11-25,2017-02-24,2020-07-26,WEAK,COMMON_PATTERN,9101|2801|0128|1991|9128,8825|2511|8811|1125|1988,1724|0224|1702|2017|2402,0726|2026|2607|2007|2020
U0589,123456,6,1980-11-13,1981-02-21,2019-05-01,2007-12-27,WEAK,COMMON_PATTERN,1113|8013|1311|1980|8011,8121|1981|8102|2102|0221,1905|2019|0105|1901|0501,0727|1227|2712|0712|2007
U0590,597332,6,1983-07-12,1983-07-13,2010-02-21,2012-10-02,STRONG,,1207|1983|8312|0712|8307,8313|1307|0713|1983|8307,2010|1021|1002|2102|0221,1210|0210|2012|1202|1002
U0591,267977,6,1981-02-12,1984-07-23,2011-03-09,1996-11-09,STRONG,,0212|1981|8112|8102|1202,8407|0723|2307|8423|1984,1103|0309|2011|0903|1109,0911|1996|9611|9609|1109
U0592,854341,6,1988-12-27,1991-11-13,2015-01-23,2016-09-13,STRONG,,8827|1227|2712|8812|1988,1113|1311|9113|1991|9111,1523|1501|0123|2301|2015,1609|0913|1309|2016|1613
U0593,406588,6,1979-04-12,1974-04-13,2022-01-07,2014-02-08,STRONG,,7904|1204|7912|0412|1979,0413|7404|1304|1974|7413,2207|0107|2022|2201|0701,0208|1408|0802|2014|1402
U0594,111111,6,1999-07-28,1998-02-14,2016-01-14,2021-10-21,WEAK,COMMON_PATTERN,0728|9907|2807|1999|9928,0214|9814|1998|9802|1402,1401|2016|0114|1601|1614,2110|2121|2021|1021
U0595,515158,6,2003-04-25,2006-11-26,2022-12-26,2004-05-04,STRONG,,0425|0325|2003|2504|0304,2611|0611|2006|0626|1126,2612|2226|2022|2212|1226,2004|0405|0504|0404
U0596,212945,6,1989-06-17,1985-04-09,2014-06-02,1998-01-04,STRONG,,8906|8917|1706|0617|1989,0409|0904|8504|8509|1985,1406|0602|0206|2014|1402,1998|0401|0104|9804|9801
U0597,254026,6,2003-11-14,1998-04-02,2024-03-04,2010-07-28,STRONG,,0311|0314|1114|2003|1411,1998|9802|9804|0204|0402,2403|0403|2404|2024|0304,2010|0728|1007|2807|1028
U0598,682156,6,2001-01-14,2003-01-03,2017-03-17,2005-04-05,STRONG,,2001|1401|0114|0101,0103|0303|0301|2003,1717|1703|0317|2017,0505|2005|0405|0504
U0599,984520,6,1978-11-06,1973-11-20,2020-04-16,2023-02-18,STRONG,,0611|1978|1106|7811|7806,1120|1973|7311|2011|7320,0416|2004|2016|1604|2020,0218|2302|1802|2318|2023
U0600,078798,6,1973-02-13,1970-02-26,2011-12-22,2015-08-23,STRONG,,0213|1302|7313|1973|7302,1970|2602|7026|0226|7002,1112|2011|2212|1122|1222,1523|1508|2308|0823|2015
U0601,292711,6,2001-05-10,1998-05-28,2017-08-28,2007-01-07,STRONG,,0510|0105|2001|1005|0110,9805|1998|2805|0528|9828,1708|2808|0828|1728|2017,2007|0701|0107|0707
U0602,450417,6,1997-05-14,1996-01-14,2010-08-17,2020-08-17,STRONG,,9705|9714|0514|1405|1997,1401|9601|1996|0114|9614,2010|0817|1708|1008|1017,0817|1708|2008|2020|2017
U0603,123456,6,1984-12-31,1984-02-22,2022-05-30,2001-09-27,WEAK,COMMON_PATTERN,1231|3112|8412|1984|8431,8402|0222|2202|1984|8422,2205|2230|3005|0530|2022,0127|2709|0927|2001|0109
U0604,823213,6,1982-05-05,1985-01-21,2019-02-24,2020-06-26,STRONG,,0505|8205|1982,2101|8501|8521|0121|1985,1902|2019|0224|1924|2402,2006|2026|0626|2606|2020
U0605,117337,6,2003-11-08,2000-04-10,2012-12-02,2012-11-18,STRONG,,0311|0308|1108|0811|2003,0004|0010|1004|0410|2000,2012|1202|0212|1212,1211|1218|2012|1118|1811
U0606,123456,6,1980-01-29,1983-06-20,2011-10-20,2005-07-20,WEAK,COMMON_PATTERN,0129|2901|1980|8001|8029,2006|1983|8320|0620|8306,2010|1120|1110|2011|1020,0720|0507|0520|2007|2005
U0607,123456,6,1976-07-15,1980-12-12,2020-02-18,1997-06-17,WEAK,COMMON_PATTERN,1976|0715|7607|1507|7615,8012|1980|1212,0218|2018|1802|2020|2002,1706|1997|9706|0617|9717
U0608,654321,6,1986-03-25,1982-12-08,2015-08-28,1997-01-06,WEAK,COMMON_PATTERN,1986|0325|8603|8625|2503,8208|8212|1208|0812|1982,1508|1528|0828|2808|2015,0601|9701|1997|9706|0106
U0609,048816,6,1993-09-16,1996-09-11,2016-10-18,2002-06-22,STRONG,,9316|0916|1609|1993|9309,0911|1996|9611|9609|1109,1618|2016|1018|1810|1610,0622|2206|0206|0222|2002
U0610,958316,6,1996-03-06,1999-08-06,2012-11-22,2022-12-29,STRONG,,0306|1996|9606|9603|0603,0806|0608|9908|1999|9906,1211|2012|1122|2211|1222,2229|2912|2022|1229|2212
U0611,834784,6,1990-02-14,1991-06-26,2020-03-02,2014-03-01,STRONG,,0214|1990|9002|9014|1402,9106|9126|0626|2606|1991,0302|0203|2020|2003|2002,1401|0301|1403|2014|0103
U0612,307811,6,2000-02-20,1999-08-16,2022-01-18,2014-01-24,STRONG,,0220|0020|0002|2000|2002,0816|9908|1999|9916|1608,0118|2218|1801|2022|2201,1401|1424|2401|2014|0124
U0613,848955,6,1994-06-21,1996-01-04,2020-06-12,2007-07-13,STRONG,,9421|2106|9406|1994|0621,9601|1996|0401|0104|9604,2006|1206|2012|0612|2020,2007|0707|0713|1307
U0614,517080,6,1998-05-26,1993-12-09,2023-04-30,2001-06-29,STRONG,,9805|2605|1998|0526|9826,9312|1993|0912|9309|1209,0430|2330|2304|3004|2023,0129|0629|2906|2001|0106
U0615,186967,6,1972-08-09,1974-01-08,2022-01-14,2023-01-03,STRONG,,7209|0809|0908|7208|1972,0108|7401|1974|7408|0801,1401|0114|2214|2022|2201,0301|2301|2303|0103|2023
U0616,540536,6,1992-10-13,1987-01-19,2022-09-29,2022-10-21,STRONG,,1310|9210|1013|9213|1992,1987|1901|8719|8701|0119,2229|2909|0929|2022|2209,2221|1021|2210|2022|2110
U0617,000000,6,1977-08-20,1972-12-16,2010-01-16,2018-08-26,WEAK,COMMON_PATTERN,7708|2008|7720|0820|1977,1612|1216|7216|1972|7212,2010|1016|0116|1001|1601,0826|1826|2018|2608|1808
U0618,000000,6,1994-08-31,1999-09-29,2013-02-28,2001-03-21,WEAK,COMMON_PATTERN,0831|3108|1994|9408|9431,2909|9909|9929|0929|1999,1302|2013|0228|2802|1328,0321|2103|2001|0103|0121
U0619,011423,6,2003-07-21,2005-11-16,2011-08-01,2022-06-08,STRONG,,2107|0321|2003|0307|0721,0516|0511|1611|2005|1116,0108|1108|0801|2011|1101,0806|2208|0608|2206|2022
U0620,121212,6,1982-05-09,1977-11-20,2017-10-29,2009-01-01,WEAK,COMMON_PATTERN,8209|8205|0905|1982|0509,1120|7711|7720|2011|1977,2910|1029|1729|1710|2017,0901|2009|0101
U0621,779009,6,1992-12-19,1989-04-22,2015-06-08,2005-01-25,STRONG,,9212|1219|1912|9219|1992,1989|8904|0422|8922|2204,0806|1508|1506|0608|2015,0125|2501|0525|0501|2005
U0622,000000,6,2000-08-13,1997-12-25,2017-02-28,2020-02-05,WEAK,COMMON_PATTERN,0013|0813|1308|2000|0008,9712|2512|9725|1225|1997,0228|2802|1728|1702|2017,0502|2020|0205|2005|2002
U0623,654321,6,1993-02-06,1996-08-25,2017-09-21,2019-10-04,WEAK,COMMON_PATTERN,1993|9306|0602|0206|9302,1996|2508|9625|0825|9608,1721|1709|0921|2017|2109,2019|0410|1004|1910|1904
U0624,578727,6,1987-01-03,1991-02-25,2010-02-06,2020-06-13,STRONG,,1987|0301|8701|0103|8703,9102|9125|2502|0225|1991,2010|1006|1002|0602|0206,2006|2013|0613|1306|2020
U0625,835669,6,1994-07-09,1991-09-23,2017-11-26,2004-11-18,STRONG,,9407|9409|1994|0709|0907,9123|0923|2309|9109|1991,2611|1711|1726|2017|1126,2004|0411|1118|0418|1811
U0626,997820,6,1999-06-18,1995-07-09,2019-04-06,2016-11-11,STRONG,,1806|1999|9906|0618|9918,9507|1995|9509|0709|0907,1906|2019|0406|0604|1904,1611|2016|1111
U0627,395586,6,1996-07-26,1997-03-23,2016-04-29,2019-10-18,STRONG,,0726|1996|9607|9626|2607,2303|1997|9703|9723|0323,2904|0429|2016|1604|1629,2019|1918|1018|1810|1910
U0628,635882,6,1991-10-04,1987-11-29,2023-11-05,2021-11-08,STRONG,,9104|9110|0410|1004|1991,8729|1987|8711|1129|2911,1105|0511|2305|2311|2023,2021|1108|2111|0811|2108
U0629,258025,6,1998-09-20,2000-10-18,2024-06-09,2022-05-20,WEAK,COMMON_PATTERN,2009|1998|0920|9820|9809,0018|0010|1018|1810|2000,2409|0906|0609|2024|2406,2220|2205|0520|2022|2005
U0630,936969,6,1979-10-20,1982-11-05,2015-04-17,1997-03-30,STRONG,,2010|7910|7920|1979|1020,8211|1105|0511|8205|1982,1504|0417|1704|1517|2015,3003|1997|0330|9703|9730
U0631,896847,6,1991-02-14,1996-06-05,2012-07-27,2019-08-08,STRONG,,0214|9102|9114|1991|1402,0506|1996|0605|9606|9605,2707|1207|0727|2012|1227,0808|2019|1908
U0632,111111,6,1992-01-22,1993-03-30,2023-11-19,1996-10-04,WEAK,COMMON_PATTERN,0122|1992|2201|9222|9201,9330|1993|3003|9303|0330,2319|2311|2023|1119|1911,9610|1996|0410|1004|9604
